,Unnamed: 0,ID,Name,Dia_chi,Dan_toc,So_thich_ca_nhan,Tuoi,Gioi_tinh,Ngoai_ngu,Y_thuc_trach_nhiem,Hot_work,Bang_cap,Xep_loai_bang,Truong_dao_tao,Mang_cong_viec,Nam_kinh_nghiem,So_truong,Vi_tri,He_so_trach_nhiem,Thanh_tich,Nguong_luong,Nang_luc_work,Thoi_gian_gan_bo,Luong_cu,Luong,Unnamed: 0,ID,di_muon,di_ve_som,vang_co_phep,vang_khong_phep,OT,muc_tieu_dat_duoc,du_an,chat_luong_du_an,thoi_han_hop_dong,ngay_danh_gia_cuoi,so_nam_o_cong_ty,so_nam_trong_vi_tri_hien_tai,ngay_tang_luong_cuoi,tinh_trang_lam_viec,tinh_trang_hon_nhan,so_con,chieu_cao,can_nang,tinh_trang_suc_khoe,Hut_thuoc,Uong_ruou_bia,Phuong_tien_di_chuyen
69,69,FSI_69,Ron,Tinh le,Kinh,Da bong,26,Nu,Khong chung chi,A,B,Dai hoc,kha,HUST,Ky su R&D,5,Tools,Nhan vien,1.0,Nhan tai dat viet,25,B,6,14.0,14.7,69,FSI_70,0,0,3,5,1,90,5,0,1,28/07/2020 ,3,0,25/05/2020 ,nghi phep,chua co gia dinh,0,180,60,khong bi benh,khong,co,bus
70,70,FSI_70,Harry,Tinh le,Kinh,xem phim,30,Nam,Khong chung chi,D,D,Thac si,Xuat sac,UTC,BA,3,None,Nhan vien,1.0,None,25,A,3,22.0,23.1,70,FSI_71,0,0,1,1,2,90,2,1,2,15/04/2020 ,1,2,13/04/2020 ,full time,chua co gia dinh,1,170,40,dang bi benh,khong,khong,oto
71,71,FSI_71,Ngoc,Tinh le,Kinh,Cau long,26,Nu,Tieng anh toiec,D,B,Cao dang,Trung binh,HAUI,Ky su R&D,4,Tools,Nhan vien,1.0,None,25,A,2,13.0,13.65,71,FSI_72,5,1,0,2,1,80,3,5,1,15/08/2020 ,2,0,22/11/2019 ,part time,chua co gia dinh,0,170,50,khong bi benh,khong,co,oto
72,72,FSI_72,Long,Tinh le,Kinh,xem phim,37,Nam,Tieng anh toiec,B,B,Cao dang,Trung binh,VNU,Lap trinh vien,1,Python,Nhan vien,1.0,None,25,B,1,15.0,15.75,72,FSI_73,5,1,4,1,0,80,2,1,2,21/09/2019 ,2,3,15/12/2019 ,full time,co gia dinh,1,150,50,khong bi benh,khong,khong,xe may
73,73,FSI_73,Hermione,Ha Noi,Kinh,Gym,38,Nam,Tieng Phap,C,D,Cao dang,kha,VNU,Tu van ban hang,1,None,Nhan vien,1.0,None,15,D,9,11.0,11.55,73,FSI_74,0,1,1,1,5,100,0,5,2,23/03/2020 ,4,2,28/03/2020 ,full time,chua co gia dinh,1,165,70,khong bi benh,co,khong,bus
74,74,FSI_74,Harry,Tinh le,Kinh,Da bong,27,Nam,Khong chung chi,C,D,Cao dang,Trung binh,HNUE,Tu van ban hang,4,None,Nhan vien,1.0,None,15,A,4,12.0,12.6,74,FSI_75,3,0,0,5,4,80,4,4,2,01/10/2019 ,0,0,06/01/2020 ,part time,chua co gia dinh,1,160,70,khong bi benh,co,khong,bus
75,75,FSI_75,Nam,Tinh le,Kinh,Gym,27,Nu,Tieng anh toiec,A,D,Cao dang,Gioi,EPU,Xu ly data,8,None,Nhan vien,1.0,None,15,A,3,10.0,10.5,75,FSI_76,0,3,4,0,3,90,0,0,3,24/01/2020 ,1,2,04/06/2020 ,full time,chua co gia dinh,1,170,50,dang bi benh,khong,khong,xe may
76,76,FSI_76,Ngoc,Tinh le,Cham,Da bong,23,Nu,Tieng anh toiec,D,A,Dai hoc,kha,HNUE,Lap trinh vien,1,Java,Nhan vien,1.0,None,25,B,3,22.0,23.1,76,FSI_77,0,1,0,0,2,70,5,5,1,23/02/2020 ,0,0,24/01/2020 ,part time,chua co gia dinh,3,160,60,khong bi benh,co,khong,oto
77,77,FSI_77,Hermione,Tinh le,Khome,Yoga,18,Nu,Tieng Phap,D,D,Thac si,Gioi,VNU,Tu van ban hang,0,None,Nhan vien,1.0,None,15,A,1,15.0,15.75,77,FSI_78,1,0,5,0,0,70,0,5,3,22/09/2019 ,1,0,24/03/2020 ,full time,co gia dinh,1,170,50,dang bi benh,co,khong,oto
78,78,FSI_78,Hermione,Tinh le,Kinh,Cau long,18,Nam,Khong chung chi,D,D,Cao dang,Trung binh,EPU,BA,0,None,Teamlead,1.5,None,25,A,1,9.0,9.45,78,FSI_79,2,2,0,1,0,80,0,5,2,22/10/2019 ,0,0,01/07/2020 ,nghi phep,chua co gia dinh,1,175,40,khong bi benh,co,khong,bus
79,79,FSI_79,Ngoc,Ha Noi,Kinh,Cau long,18,Nam,Tieng anh toiec,A,D,Cao dang,Trung binh,HUST,PM,0,None,Nhan vien,1.0,None,30,C,1,26.0,27.3,79,FSI_80,0,0,3,4,2,80,0,1,1,13/02/2020 ,5,3,22/04/2020 ,full time,co gia dinh,1,160,60,khong bi benh,khong,khong,xe may
80,80,FSI_80,Ngoc,Tinh le,Kinh,Cau ca,25,Nam,Tieng anh ielts,B,B,Cao dang,Trung binh,VNU,Ky su R&D,6,Computer vision,Nhan vien,1.0,None,25,B,0,16.0,16.8,80,FSI_81,3,3,2,2,1,70,1,1,1,18/12/2019 ,1,0,09/01/2020 ,full time,chua co gia dinh,2,180,50,khong bi benh,co,co,xe may
81,81,FSI_81,Lan,Tinh le,Kinh,Da bong,29,Nu,Tieng anh toiec,D,D,Cao dang,Trung binh,EPU,Tu van ban hang,0,None,Nhan vien,1.0,None,15,D,6,8.0,8.4,81,FSI_82,1,5,2,0,3,80,0,0,1,30/10/2019 ,4,0,17/07/2020 ,part time,chua co gia dinh,2,175,70,dang bi benh,co,co,xe may
82,82,FSI_82,Nam,Tinh le,Kinh,Cau long,29,Nam,Tieng anh toiec,B,B,Tien si,Khong xep loai,HAUI,Ky su R&D,3,NLP,Nhan vien,1.0,None,25,A,10,20.0,21.0,82,FSI_83,2,1,2,0,0,100,4,4,1,16/11/2019 ,0,0,03/07/2020 ,part time,co gia dinh,1,180,40,dang bi benh,co,co,bus
83,83,FSI_83,Nam,Tinh le,Kinh,Cau ca,29,Nam,Tieng anh toiec,C,D,Dai hoc,Gioi,EPU,PM,3,None,Nhan vien,1.0,None,30,D,7,17.0,17.85,83,FSI_84,4,4,0,2,2,100,1,5,1,15/08/2020 ,1,5,22/11/2019 ,full time,chua co gia dinh,1,175,60,khong bi benh,co,khong,xe may
84,84,FSI_84,Harry,Tinh le,Kinh,Cau ca,39,Nu,Tieng Trung,A,B,Dai hoc,kha,EPU,Lap trinh vien,20,Python,Technical leader,1.0,None,25,A,3,15.0,15.75,84,FSI_85,5,5,3,0,4,70,1,0,3,23/03/2020 ,2,0,02/08/2020 ,full time,co gia dinh,0,160,40,khong bi benh,co,khong,oto
85,85,FSI_85,Nam,Tinh le,Muong,Gym,50,Nam,Khong chung chi,B,B,Dai hoc,kha,HNUE,Lap trinh vien,25,.NET,Nhan vien,1.0,Oympic toan,25,B,9,8.0,8.4,85,FSI_86,4,2,3,4,2,70,4,2,3,29/03/2020 ,3,4,15/05/2020 ,part time,chua co gia dinh,2,160,40,khong bi benh,khong,khong,xe may
86,86,FSI_86,Ngoc,Tinh le,Kinh,Gym,37,Nu,Khong chung chi,D,D,Cao dang,Xuat sac,EPU,BA,7,None,Nhan vien,1.0,None,25,B,14,13.0,13.65,86,FSI_87,4,3,2,1,1,70,3,3,1,17/03/2020 ,0,1,15/08/2020 ,nghi phep,chua co gia dinh,3,150,70,dang bi benh,co,khong,bus
87,87,FSI_87,Long,Tinh le,Kinh,Nghe nhac,19,Nu,Tieng anh toiec,D,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,0,NLP,Nhan vien,1.0,None,25,A,0,14.0,14.7,87,FSI_88,0,1,0,5,0,80,5,5,2,26/08/2020 ,0,0,11/05/2020 ,full time,chua co gia dinh,1,165,50,khong bi benh,co,co,bus
88,88,FSI_88,Harry,Tinh le,Hoa,Nghe nhac,30,Nam,Khong chung chi,D,B,Cao dang,Gioi,HAUI,Lap trinh vien,8,Python,Nhan vien,1.0,None,25,D,7,10.0,10.5,88,FSI_89,0,0,5,0,2,80,3,1,2,10/10/2019 ,3,0,24/05/2020 ,nghi phep,chua co gia dinh,1,170,60,dang bi benh,co,khong,xe may
89,89,FSI_89,Ngoc,Ha Noi,Khome,Cau long,19,Nam,Khong chung chi,D,B,Dai hoc,Xuat sac,VNU,Lap trinh vien,0,Python,Nhan vien,1.0,None,25,D,1,6.0,6.3,89,FSI_90,0,0,0,1,2,90,0,5,1,17/04/2020 ,2,0,20/06/2020 ,full time,chua co gia dinh,1,165,60,dang bi benh,co,co,oto
90,90,FSI_90,Lan,Tinh le,Nung,Yoga,21,Nu,Tieng Nhat,C,B,Dai hoc,Trung binh,HUST,Lap trinh vien,0,Android,Nhan vien,1.0,Khoa hoc sang tao,25,B,0,6.0,6.3,90,FSI_91,5,0,2,3,0,100,4,1,3,24/01/2020 ,0,4,01/05/2020 ,part time,co gia dinh,0,165,60,dang bi benh,khong,khong,xe may
91,91,FSI_91,Luna,Tinh le,Kinh,Cau long,24,Nam,Khong chung chi,A,A,Cao dang,Xuat sac,TLU,Lap trinh vien,0,C++,Nhan vien,1.0,None,25,B,0,11.0,11.55,91,FSI_92,0,1,0,2,0,70,2,0,1,04/07/2020 ,2,0,30/03/2020 ,nghi phep,co gia dinh,1,165,50,khong bi benh,co,khong,oto
92,92,FSI_92,Ngoc,Tinh le,Kinh,Cau long,51,Nu,Tieng anh toiec,A,B,Thac si,kha,HNUE,Lap trinh vien,32,Python,Nhan vien,1.0,None,25,A,7,18.0,18.9,92,FSI_93,2,5,1,2,0,80,2,5,2,22/09/2019 ,1,1,12/07/2020 ,part time,chua co gia dinh,0,160,50,khong bi benh,co,co,bus
93,93,FSI_93,Long,Tinh le,Thai,Cau ca,28,Nam,Khong chung chi,D,B,Dai hoc,kha,VNU,Lap trinh vien,4,.NET,Nhan vien,1.0,Khoa hoc sang tao,25,B,1,21.0,22.05,93,FSI_94,3,2,0,4,2,100,2,1,2,10/02/2020 ,4,0,09/10/2019 ,part time,co gia dinh,1,175,50,khong bi benh,co,co,oto
94,94,FSI_94,Ngoc,Tinh le,Kinh,Nghe nhac,23,Nam,Tieng anh toiec,B,B,Dai hoc,kha,HNUE,Ky su R&D,4,NLP,Nhan vien,1.0,None,25,B,4,15.0,15.75,94,FSI_95,3,4,1,1,1,80,3,5,2,28/11/2019 ,4,4,29/05/2020 ,full time,chua co gia dinh,0,180,70,dang bi benh,khong,khong,xe may
95,95,FSI_95,Long,Tinh le,Kinh,Yoga,40,Nu,Tieng Nga,D,A,Cao dang,Trung binh,EPU,Lap trinh vien,14,Java,Nhan vien,1.0,None,25,D,9,19.0,19.95,95,FSI_96,0,4,4,0,0,100,0,4,2,24/01/2020 ,1,5,12/03/2020 ,part time,chua co gia dinh,0,180,50,khong bi benh,co,khong,xe may
96,96,FSI_96,Harry,Tinh le,Kinh,Yoga,19,Nam,Tieng anh toiec,B,B,Dai hoc,Gioi,HUST,Lap trinh vien,0,Python,Teamlead,1.5,Khoa hoc sang tao,25,B,1,6.0,6.3,96,FSI_97,3,0,0,2,5,70,5,1,1,25/01/2020 ,4,0,25/05/2020 ,full time,chua co gia dinh,1,150,50,khong bi benh,khong,co,bus
97,97,FSI_97,Ron,Tinh le,Kinh,Cau long,20,Nam,Tieng anh toiec,D,A,Dai hoc,kha,HUST,Lap trinh vien,0,ios,Nhan vien,1.0,None,25,A,0,18.0,18.9,97,FSI_98,2,0,3,2,4,90,5,2,1,09/12/2019 ,1,0,15/06/2020 ,part time,chua co gia dinh,3,170,70,dang bi benh,khong,co,bus
98,98,FSI_98,Harry,Tinh le,Kinh,Cau ca,20,Nu,Tieng anh toiec,C,B,Cao dang,Gioi,EPU,Ky su R&D,1,NLP,Nhan vien,1.0,None,25,A,0,18.0,18.9,98,FSI_99,2,0,3,3,0,80,2,2,1,09/03/2020 ,1,5,09/07/2020 ,nghi phep,chua co gia dinh,1,180,70,dang bi benh,khong,khong,oto
99,99,FSI_99,Harry,Tinh le,Kinh,Da bong,23,Nam,Khong chung chi,D,D,Khong bang cap,Khong xep loai,Khong di hoc,BA,0,None,Nhan vien,1.0,None,25,D,0,21.0,22.05,99,FSI_100,1,2,1,0,0,70,1,1,2,05/03/2020 ,1,1,18/02/2020 ,part time,co gia dinh,2,170,60,khong bi benh,khong,khong,xe may
100,100,FSI_100,Luna,Tinh le,Kinh,xem phim,37,Nam,Tieng anh toiec,A,A,Cao dang,Gioi,HNUE,Lap trinh vien,16,ios,Truong phong,4.0,None,25,A,4,76.0,79.8,100,FSI_101,2,4,0,1,4,70,5,5,2,02/05/2020 ,4,2,06/03/2020 ,part time,chua co gia dinh,3,175,40,dang bi benh,khong,co,xe may
101,101,FSI_101,Nam,Ha Noi,Kinh,Cau ca,23,Nam,Khong chung chi,A,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,2,Java,Nhan vien,1.0,None,25,C,0,7.0,7.35,101,FSI_102,4,1,0,1,5,90,2,2,1,16/10/2019 ,0,2,07/11/2019 ,part time,co gia dinh,1,165,70,dang bi benh,khong,co,xe may
102,102,FSI_102,Nam,Tinh le,Kinh,Nghe nhac,26,Nu,Tieng anh toiec,D,B,Dai hoc,Xuat sac,USTH,Ky su R&D,5,Tools,Teamlead,1.5,Nhan tai dat viet,25,C,6,21.0,22.05,102,FSI_103,4,2,0,1,1,80,1,4,2,30/03/2020 ,5,4,19/06/2020 ,part time,co gia dinh,1,150,40,khong bi benh,co,co,xe may
103,103,FSI_103,Ngoc,Tinh le,Kinh,Yoga,20,Nam,Tieng Nga,B,D,Dai hoc,Xuat sac,UTC,PM,0,None,Nhan vien,1.0,None,30,C,0,20.0,21.0,103,FSI_104,0,4,1,0,0,70,2,0,1,02/08/2020 ,0,5,17/07/2020 ,part time,co gia dinh,1,160,50,dang bi benh,co,khong,xe may
104,104,FSI_104,Hermione,Ha Noi,Kinh,Gym,27,Nam,Khong chung chi,C,D,Cao dang,Gioi,TLU,Tu van ban hang,4,None,Teamlead,1.5,None,15,B,0,13.5,14.175,104,FSI_105,0,2,0,0,2,90,3,0,3,19/06/2020 ,0,2,10/04/2020 ,nghi phep,chua co gia dinh,2,175,70,dang bi benh,khong,co,xe may
105,105,FSI_105,Luna,Tinh le,Nung,Cau ca,35,Nu,Khong chung chi,B,D,Khong bang cap,Khong xep loai,Khong di hoc,Ke toan,13,None,Nhan vien,1.0,None,15,C,11,8.0,8.4,105,FSI_106,5,2,2,3,0,70,3,3,1,10/08/2020 ,3,2,26/01/2020 ,full time,co gia dinh,2,150,60,dang bi benh,khong,co,oto
106,106,FSI_106,Harry,Tinh le,Dao,Cau ca,33,Nam,Khong chung chi,D,D,Thac si,Gioi,TLU,BA,5,None,Nhan vien,1.0,Khoa hoc sang tao,25,A,7,24.0,25.2,106,FSI_107,2,3,0,1,5,90,0,5,1,06/12/2019 ,4,1,14/03/2020 ,part time,chua co gia dinh,0,175,70,dang bi benh,co,khong,xe may
107,107,FSI_107,Ron,Tinh le,Kinh,Nghe nhac,23,Nu,Tieng anh toiec,B,A,Dai hoc,kha,HUST,Lap trinh vien,3,Java,Nhan vien,1.0,None,25,D,3,18.0,18.9,107,FSI_108,0,4,1,0,0,80,0,4,2,14/09/2019 ,5,1,01/09/2020 ,full time,co gia dinh,1,175,60,khong bi benh,co,co,bus
108,108,FSI_108,Hermione,Ha Noi,Mong,Yoga,20,Nam,Tieng anh toiec,A,D,Cao dang,Trung binh,EPU,Tu van ban hang,1,None,Nhan vien,1.0,None,15,D,0,8.0,8.4,108,FSI_109,0,1,0,5,1,90,3,4,2,12/04/2020 ,4,5,05/01/2020 ,nghi phep,co gia dinh,1,180,40,khong bi benh,co,co,bus
109,109,FSI_109,Luna,Tinh le,Kinh,Da bong,23,Nu,Khong chung chi,A,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,1,Tools,Nhan vien,1.0,None,25,A,0,20.0,21.0,109,FSI_110,0,3,0,1,1,90,4,2,1,13/03/2020 ,2,0,10/10/2019 ,part time,chua co gia dinh,2,150,60,khong bi benh,khong,co,xe may
110,110,FSI_110,Ron,Tinh le,Kinh,Cau long,21,Nam,Tieng anh toiec,B,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,0,Java,Nhan vien,1.0,None,25,D,1,8.0,8.4,110,FSI_111,0,0,4,0,2,70,0,0,3,29/01/2020 ,2,2,08/12/2019 ,full time,chua co gia dinh,2,150,60,dang bi benh,co,khong,oto
111,111,FSI_111,Long,Tinh le,Tay,Da bong,24,Nam,Tieng Nhat,D,B,Cao dang,Xuat sac,VNU,Lap trinh vien,2,Android,Nhan vien,1.0,None,25,D,2,6.0,6.3,111,FSI_112,3,1,1,5,1,100,0,0,1,10/02/2020 ,2,0,23/03/2020 ,nghi phep,co gia dinh,1,180,50,dang bi benh,co,co,xe may
112,112,FSI_112,Hermione,Tinh le,Kinh,Gym,28,Nu,Khong chung chi,C,C,Dai hoc,Trung binh,HUST,Lap trinh vien,0,PHP,Nhan vien,1.0,None,25,D,6,12.0,12.6,112,FSI_113,4,1,0,1,2,70,0,1,1,04/11/2019 ,1,1,20/05/2020 ,nghi phep,chua co gia dinh,0,180,50,dang bi benh,khong,khong,xe may
113,113,FSI_113,Luna,Tinh le,Kinh,Da bong,34,Nu,Khong chung chi,D,D,Dai hoc,Gioi,TLU,Tester,10,None,Nhan vien,1.0,Nhan tai dat viet,15,C,0,7.0,7.35,113,FSI_114,0,0,0,2,5,90,0,2,2,26/05/2020 ,1,5,14/07/2020 ,nghi phep,chua co gia dinh,0,180,40,dang bi benh,khong,khong,xe may
114,114,FSI_114,Long,Tinh le,Kinh,Da bong,31,Nam,Khong chung chi,A,C,Dai hoc,Trung binh,UTC,Lap trinh vien,8,PHP,Nhan vien,1.0,Nhan tai dat viet,25,C,8,9.0,9.45,114,FSI_115,5,0,0,2,0,90,2,1,3,12/11/2019 ,0,0,21/03/2020 ,nghi phep,co gia dinh,1,175,60,dang bi benh,khong,co,xe may
115,115,FSI_115,Ngoc,Tinh le,Kinh,Gym,43,Nu,Tieng anh toiec,B,D,Dai hoc,Trung binh,TLU,BA,3,None,Teamlead,1.5,None,25,A,10,10.5,11.025,115,FSI_116,3,0,2,0,4,80,5,1,1,10/05/2020 ,0,5,26/01/2020 ,nghi phep,chua co gia dinh,0,175,70,dang bi benh,co,khong,xe may
116,116,FSI_116,Long,Tinh le,Kinh,xem phim,29,Nam,Tieng anh toiec,A,C,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,5,PHP,Nhan vien,1.0,None,25,B,1,19.0,19.95,116,FSI_117,2,1,3,0,5,100,3,0,2,04/09/2020 ,2,0,05/03/2020 ,nghi phep,chua co gia dinh,0,175,50,khong bi benh,khong,co,oto
117,117,FSI_117,Harry,Tinh le,Kinh,xem phim,35,Nam,Tieng anh toiec,B,D,Dai hoc,Gioi,TLU,BA,10,None,Nhan vien,1.0,None,25,A,1,11.0,11.55,117,FSI_118,1,5,2,0,0,100,2,4,2,11/10/2019 ,2,0,01/06/2020 ,full time,chua co gia dinh,2,160,50,khong bi benh,khong,khong,xe may
118,118,FSI_118,Luna,Tinh le,Kinh,Nghe nhac,56,Nam,Khong chung chi,A,D,Dai hoc,kha,HUST,PM,7,None,Nhan vien,1.0,None,30,A,7,27.0,28.35,118,FSI_119,0,2,3,0,0,90,4,2,1,28/01/2020 ,3,0,13/06/2020 ,full time,co gia dinh,2,170,50,dang bi benh,khong,co,bus
119,119,FSI_119,Long,Tinh le,Mong,Gym,24,Nam,Khong chung chi,B,B,Dai hoc,Gioi,TLU,Lap trinh vien,2,Android,Teamlead,1.5,None,25,D,0,34.5,36.225,119,FSI_120,0,1,0,4,4,90,0,0,1,24/01/2020 ,0,0,11/06/2020 ,nghi phep,co gia dinh,0,170,60,khong bi benh,khong,khong,xe may
120,120,FSI_120,Lan,Tinh le,Kinh,Yoga,18,Nam,Khong chung chi,B,B,Dai hoc,Trung binh,HNUE,Ky su R&D,0,Tools,Nhan vien,1.0,None,25,C,0,20.0,21.0,120,FSI_121,3,1,5,1,0,100,2,0,2,25/09/2019 ,0,5,04/11/2019 ,nghi phep,chua co gia dinh,1,170,70,khong bi benh,khong,co,oto
121,121,FSI_121,Long,Tinh le,Kinh,Nghe nhac,20,Nam,Tieng Nga,A,D,Dai hoc,Trung binh,USTH,BA,0,None,Nhan vien,1.0,None,25,B,1,16.0,16.8,121,FSI_122,5,0,3,0,2,80,0,1,3,18/02/2020 ,0,4,15/10/2019 ,part time,co gia dinh,0,175,70,dang bi benh,khong,khong,oto
122,122,FSI_122,Harry,Tinh le,Kinh,Gym,25,Nam,Khong chung chi,C,D,Cao dang,kha,TLU,PM,2,None,Nhan vien,1.0,None,30,D,5,19.0,19.95,122,FSI_123,2,0,0,1,2,70,0,0,2,27/04/2020 ,0,2,01/12/2019 ,nghi phep,chua co gia dinh,3,160,40,khong bi benh,khong,co,xe may
123,123,FSI_123,Hermione,Tinh le,Kinh,xem phim,39,Nu,Khong chung chi,C,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,16,Python,Nhan vien,1.0,Oympic toan,25,D,9,17.0,17.85,123,FSI_124,5,5,1,4,3,70,3,0,3,06/01/2020 ,1,0,13/05/2020 ,nghi phep,co gia dinh,1,180,40,khong bi benh,khong,co,xe may
124,124,FSI_124,Harry,Tinh le,Kinh,xem phim,25,Nu,Khong chung chi,C,A,Dai hoc,Trung binh,HAUI,Lap trinh vien,0,C++,Nhan vien,1.0,None,25,B,4,10.0,10.5,124,FSI_125,3,3,0,3,4,70,4,3,1,05/12/2019 ,0,4,24/07/2020 ,full time,co gia dinh,2,160,70,dang bi benh,co,co,bus
125,125,FSI_125,Ngoc,Tinh le,Kinh,Nghe nhac,22,Nu,Khong chung chi,A,D,Cao dang,Xuat sac,HAUI,Xu ly data,2,None,Nhan vien,1.0,None,15,A,3,8.0,8.4,125,FSI_126,1,0,0,1,4,70,0,1,1,08/10/2019 ,2,1,12/12/2019 ,nghi phep,co gia dinh,2,165,50,dang bi benh,co,co,xe may
126,126,FSI_126,Long,Tinh le,Kinh,Da bong,19,Nu,Tieng anh toiec,C,C,Thac si,Trung binh,HUST,Lap trinh vien,0,PHP,Nhan vien,1.0,None,25,A,0,17.0,17.85,126,FSI_127,4,4,2,5,0,100,4,1,2,26/06/2020 ,0,3,04/12/2019 ,part time,chua co gia dinh,2,160,70,dang bi benh,khong,co,bus
127,127,FSI_127,Harry,Tinh le,Kinh,Yoga,24,Nam,Khong chung chi,D,D,Cao dang,Trung binh,HUST,PM,1,None,Nhan vien,1.0,None,30,A,3,14.0,14.7,127,FSI_128,0,2,4,1,0,80,0,1,2,30/03/2020 ,5,1,13/10/2019 ,nghi phep,co gia dinh,1,170,50,dang bi benh,co,khong,xe may
128,128,FSI_128,Ron,Tinh le,Hoa,Yoga,57,Nam,Tieng anh toiec,A,D,Cao dang,Xuat sac,HNUE,Tu van ban hang,6,None,Nhan vien,1.0,None,15,A,7,12.0,12.6,128,FSI_129,2,1,4,1,0,70,0,0,1,13/11/2019 ,4,3,06/12/2019 ,nghi phep,chua co gia dinh,2,180,40,dang bi benh,khong,khong,xe may
129,129,FSI_129,Long,Tinh le,Kinh,Cau ca,19,Nu,Khong chung chi,D,B,Cao dang,kha,HNUE,Lap trinh vien,0,Android,Nhan vien,1.0,None,25,B,0,15.0,15.75,129,FSI_130,5,0,0,5,0,90,2,4,2,06/12/2019 ,3,5,07/10/2019 ,full time,co gia dinh,0,170,70,dang bi benh,co,khong,xe may
130,130,FSI_130,Harry,Tinh le,Kinh,Cau ca,28,Nam,Tieng Phap,C,A,Cao dang,Trung binh,TLU,Lap trinh vien,3,C++,Nhan vien,1.0,None,25,D,4,19.0,19.95,130,FSI_131,0,0,0,2,0,70,0,1,2,30/06/2020 ,3,4,19/05/2020 ,nghi phep,chua co gia dinh,1,170,70,dang bi benh,khong,co,xe may
131,131,FSI_131,Hermione,Tinh le,Kinh,xem phim,29,Nu,Tieng Phap,B,A,Cao dang,Gioi,HAUI,Lap trinh vien,1,C++,Nhan vien,1.0,None,25,D,8,19.0,19.95,131,FSI_132,2,4,4,0,1,100,2,4,1,04/10/2019 ,2,0,07/09/2020 ,part time,chua co gia dinh,2,170,50,khong bi benh,khong,co,xe may
132,132,FSI_132,Nam,Tinh le,Kinh,Cau long,27,Nu,Tieng anh toiec,B,B,Dai hoc,Xuat sac,USTH,Lap trinh vien,8,Android,Nhan vien,1.0,None,25,C,6,21.0,22.05,132,FSI_133,0,0,1,1,0,100,0,2,1,12/06/2020 ,1,4,17/12/2019 ,full time,co gia dinh,0,150,70,dang bi benh,khong,khong,xe may
133,133,FSI_133,Long,Tinh le,Kinh,Da bong,26,Nam,Tieng anh toiec,D,A,Cao dang,Gioi,EPU,Lap trinh vien,2,Java,Nhan vien,1.0,None,25,A,7,11.0,11.55,133,FSI_134,2,0,1,0,1,80,5,2,1,02/12/2019 ,5,4,14/03/2020 ,part time,co gia dinh,2,175,60,dang bi benh,khong,co,oto
134,134,FSI_134,Harry,Tinh le,Khome,Cau ca,25,Nu,Tieng anh toiec,B,D,Thac si,Gioi,USTH,BA,4,None,Nhan vien,1.0,None,25,A,2,22.0,23.1,134,FSI_135,2,2,3,0,1,80,4,1,1,04/09/2020 ,1,4,10/09/2019 ,nghi phep,chua co gia dinh,1,165,50,khong bi benh,co,khong,oto
135,135,FSI_135,Ron,Tinh le,Kinh,Cau long,24,Nu,Tieng anh toiec,B,A,Cao dang,Gioi,VNU,Lap trinh vien,3,C++,Nhan vien,1.0,None,25,C,5,23.0,24.15,135,FSI_136,2,4,1,1,3,80,4,0,3,19/06/2020 ,2,2,04/02/2020 ,part time,co gia dinh,3,170,40,dang bi benh,khong,co,xe may
136,136,FSI_136,Lan,Tinh le,Kinh,Cau ca,26,Nam,Tieng anh toiec,D,B,Cao dang,kha,USTH,Ky su R&D,1,Computer vision,Nhan vien,1.0,None,25,D,1,24.0,25.2,136,FSI_137,4,1,2,0,5,100,0,0,1,04/09/2020 ,1,0,21/11/2019 ,part time,chua co gia dinh,1,170,70,dang bi benh,khong,khong,bus
137,137,FSI_137,Long,Tinh le,Kinh,Da bong,39,Nu,Khong chung chi,D,A,Dai hoc,Gioi,UTC,Lap trinh vien,10,Java,Nhan vien,1.0,Oympic toan,25,C,5,19.0,19.95,137,FSI_138,4,4,2,3,0,80,4,4,1,24/07/2020 ,1,2,03/08/2020 ,full time,co gia dinh,1,175,60,dang bi benh,co,khong,oto
138,138,FSI_138,Ron,Tinh le,Kinh,Cau long,23,Nam,Tieng anh toiec,D,D,Dai hoc,Trung binh,USTH,Tu van ban hang,2,None,Nhan vien,1.0,None,15,D,1,5.0,5.25,138,FSI_139,1,1,5,0,2,90,0,4,3,15/03/2020 ,4,0,06/07/2020 ,nghi phep,co gia dinh,0,165,70,khong bi benh,co,khong,oto
139,139,FSI_139,Long,Tinh le,Kinh,Da bong,24,Nam,Khong chung chi,C,B,Dai hoc,Xuat sac,HNUE,Ky su R&D,5,Tools,Teamlead,1.5,None,25,D,0,21.0,22.05,139,FSI_140,1,2,5,2,1,70,2,3,2,09/07/2020 ,3,1,07/05/2020 ,part time,co gia dinh,2,150,70,dang bi benh,co,co,xe may
